ts_code,name,report_date,org_name,author_name,rating,rating_label,tp_low,tp_high,source_file,eps_y1,eps_y1_year,pe_y1,eps_y2,eps_y2_year,pe_y2,eps_y3,eps_y3_year,pe_y3
601992.SH,金隅集团,2024-12-09,国泰君安,"鲍雁辛,花健祎,巫恺洋",增持,Positive,2.72,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601992_SH_20241209_国泰君安_金隅集团更新报告_水泥板块盈利修复_减值存冲回空间.md,0.02,2024.0,122.23,0.05,2025.0,44.02,0.06,2026.0,33.99
601995.SH,中金公司,2026-04-30,华泰证券,"沈娟,汪煜,孙亦欣",买入,Positive,44.22,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601995_SH_20260430_华泰证券_中金公司_各业务线全面复苏.md,2.84,2026.0,12.14,3.25,2027.0,10.58,3.54,2028.0,9.71
601995.SH,中金公司,2026-04-30,国联民生证券,"刘雨辰,耿张逸",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601995_SH_20260430_国联民生证券_中金公司2026年一季报点评_各业务条线全面回暖_盈利能力表.md,2.47,2026.0,,2.72,2027.0,,3.0,2028.0,
601995.SH,中金公司,2026-04-30,西部证券,"孙寅,张佳蓉,陈静",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601995_SH_20260430_西部证券_中金公司2026年一季报点评_各业务线同比全面改善_投行业务.md,2.53,2026.0,13.53,2.8,2027.0,12.24,2.97,2028.0,11.51
601995.SH,中金公司,2026-05-06,招商证券,"张晓彤,许诗蕾",强烈推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601995_SH_20260506_招商证券_中金公司_投行经纪亮眼_自营韧性凸显.md,2.34,2026.0,14.77,2.64,2027.0,13.1,2.83,2028.0,12.22
601995.SH,中金公司,2026-05-09,中信建投,"赵然,吴马涵旭,何泾威",买入,Positive,39.34,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601995_SH_20260509_中信建投_中金公司_投行增长与自营收益改善共振_一季度盈利超预期高增.md,2.47,2026.0,13.86,2.9,2027.0,11.84,3.15,2028.0,10.91
601997.SH,贵阳银行,2024-04-27,中金,"严佳卉,侯德凯,张帅帅",中性,Neutral,5.92,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601997_SH_20240427_中金_贵阳银行_城投化债背景下息差大幅收窄.md,1.5,2024.0,3.7,1.45,2025.0,3.8,,,
601997.SH,贵阳银行,2024-10-29,中金,"严佳卉,侯德凯,张帅帅",跑赢行业,Neutral,6.68,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601997_SH_20241029_中金_贵阳银行_不良核销加速_化债利好资产质量预期.md,1.42,2024.0,4.2,1.34,2025.0,4.4,,,
601997.SH,贵阳银行,2025-04-29,中金,"严佳卉,陆姣阳,张帅帅",跑赢行业,Neutral,6.98,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601997_SH_20250429_中金_贵阳银行_高息资产压降拖累盈利表现.md,1.32,2025.0,4.4,1.23,2026.0,4.8,,,
601998.SH,中信银行,2026-03-25,开源证券,"刘呈祥,吴文鑫",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601998_SH_20260325_开源证券_中信银行2025年报点评_净息差企稳_分红比例新高.md,1.31,2026.0,6.22,1.38,2027.0,5.94,1.46,2028.0,5.62
601998.SH,中信银行,2026-04-08,高盛集团（GoldmanSachs）,"Shuo Yang,欧阳方家",无,Neutral,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601998_SH_20260408_高盛集团Gold_China_CITIC_Bank_4Q25_post_res.md,,,,,,,,,
601998.SH,中信银行,2026-04-30,申万宏源证券,"郑庆明,林颖颖,冯思远,李禹昊",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601998_SH_20260430_申万宏源证券_中信银行_营收超预期_早出清_早优化_更早确认拐点.md,1.31,2026.0,6.84,1.36,2027.0,6.56,1.42,2028.0,6.28
601998.SH,中信银行,2026-05-02,光大证券,"王一峰,刘源",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601998_SH_20260502_光大证券_中信银行2026年一季报点评_非息增长积极提振营收_信贷投放.md,1.31,2026.0,6.79,1.35,2027.0,6.56,1.41,2028.0,6.28
601998.SH,中信银行,2026-05-05,开源证券,刘呈祥,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_601998_SH_20260505_开源证券_中信银行2026年一季报点评_息差降幅收窄_营收增速显著改善.md,1.31,2026.0,6.22,1.38,2027.0,5.94,1.46,2028.0,5.62
603019.SH,中科曙光,2026-04-27,中金,"朱镜榆,陈昊,李诗雯,彭虎",跑赢行业,Neutral,98.98,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603019_SH_20260427_中金_中科曙光_盈利能力持续提升_受益算力需求扩容.md,1.97,2026.0,47.8,2.42,2027.0,39.0,,,
603019.SH,中科曙光,2026-04-28,中原证券,唐月,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603019_SH_20260428_中原证券_中科曙光年报点评_公司超节点技术落地中_与持股企业的协同效应.md,2.13,2026.0,44.23,2.58,2027.0,36.49,3.09,2028.0,30.53
603019.SH,中科曙光,2026-04-28,国投证券,"赵阳,杨楠",买入,Positive,100.82,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603019_SH_20260428_国投证券_中科曙光_携海光构建算力全链生态_迎国产AI算力浪潮.md,2.02,2026.0,46.75,2.54,2027.0,37.15,3.12,2028.0,30.22
603019.SH,中科曙光,2026-05-05,兴业证券,"蒋佳霖,张旭光",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603019_SH_20260505_兴业证券_中科曙光_业绩稳健增长_算力集群打开成长空间.md,2.0,2026.0,46.4,2.52,2027.0,36.9,3.02,2028.0,30.8
603019.SH,中科曙光,2026-05-07,西部证券,"郑宏达,李想",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603019_SH_20260507_西部证券_中科曙光2025年年报及2026年一季报点评_聚焦算力基础设.md,2.07,2026.0,48.3,2.62,2027.0,38.0,3.03,2028.0,32.9
603087.SH,甘李药业,2025-04-24,国金证券,袁维,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603087_SH_20250424_国金证券_甘李药业_量价齐升业绩高增_国际市场稳步开拓.md,1.02,2024.0,43.12,1.83,2025.0,24.72,2.52,2026.0,17.99
603087.SH,甘李药业,2025-04-28,平安证券,"叶寅,韩盟盟,张梦鸽",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603087_SH_20250428_平安证券_甘李药业_主营业务稳中有升_创新出海有望打开第二成长曲线.md,1.96,2025.0,25.5,2.43,2026.0,20.5,3.12,2027.0,16.0
603087.SH,甘李药业,2025-05-06,中信证券,"陈竹,韩世通",买入,Positive,63.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603087_SH_20250506_中信证券_甘李药业2024年年报及2025年一季报点评_2025Q1业.md,1.91,2025.0,25.5,2.42,2026.0,20.1,3.02,2027.0,16.1
603087.SH,甘李药业,2025-05-11,西南证券,"杜向阳,王彦迪",持有,Neutral,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603087_SH_20250511_西南证券_甘李药业_2024年业绩符合预期_25Q1业绩高增长.md,1.83,2025.0,28.03,2.45,2026.0,20.95,2.83,2027.0,18.15
603087.SH,甘李药业,2025-05-14,东方证券,"伍云飞,赵博宇",买入,Positive,59.21,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603087_SH_20250514_东方证券_甘李药业2024年报_2025年一季报点评_国内外双轮驱动_.md,1.91,2025.0,26.7,2.4,2026.0,21.2,2.84,2027.0,17.9
603156.SH,养元饮品,2024-10-26,华鑫证券,"孙山山,肖燕南",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603156_SH_20241026_华鑫证券_养元饮品公司事件点评报告_利润不及预期_投资收益影响盈利.md,1.0,2024.0,21.0,1.19,2025.0,17.8,1.37,2026.0,15.3
603156.SH,养元饮品,2024-10-27,东吴证券,"孙瑜,于思淼",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603156_SH_20241027_东吴证券_养元饮品2024前三季度业绩点评_利润阶段性承压_静待需求恢.md,1.14,2024.0,19.23,1.24,2025.0,17.67,1.37,2026.0,16.03
603156.SH,养元饮品,2024-10-29,国元证券,"邓晖,朱宇昊,单蕾,黄轩辕",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603156_SH_20241029_国元证券_养元饮品2024年三季报点评_短期承压_持续扩张渠道.md,1.09,2024.0,19.33,1.19,2025.0,17.72,1.34,2026.0,15.71
603156.SH,养元饮品,2025-04-27,东吴证券,"苏铖,于思淼",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603156_SH_20250427_东吴证券_养元饮品2024年报及2025年一季报点评_营收仍承压_高比.md,1.08,2025.0,22.17,1.11,2026.0,21.58,1.19,2027.0,19.98
603156.SH,养元饮品,2025-05-13,华鑫证券,"孙山山,肖燕南",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603156_SH_20250513_华鑫证券_养元饮品公司事件点评报告_全年利润释放_Q1业绩短期承压.md,1.05,2025.0,23.1,1.13,2026.0,21.6,1.23,2027.0,19.9
603160.SH,汇顶科技,2025-03-22,民生证券,"方竞,卢瑞琪",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603160_SH_20250322_民生证券_汇顶科技2024年年报点评_新品规模商用_盈利能力大幅提升.md,1.83,2025.0,42.0,2.14,2026.0,36.0,2.41,2027.0,32.0
603160.SH,汇顶科技,2025-03-24,中金,"臧若晨,贾顺鹤,彭虎",跑赢行业,Neutral,82.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603160_SH_20250324_中金_汇顶科技_新产品放量符合预期_加强运营提升盈利能力.md,1.95,2025.0,39.0,2.56,2026.0,29.8,,,
603160.SH,汇顶科技,2025-03-24,西部证券,"郑宏达,徐乙苒",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603160_SH_20250324_西部证券_汇顶科技2024年年报点评_新品放量驱动业绩成长_AR_机器.md,1.84,2025.0,42.0,2.27,2026.0,34.1,2.6,2027.0,29.8
603160.SH,汇顶科技,2025-04-23,西部证券,"郑宏达,卢宇程,徐乙苒",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603160_SH_20250423_西部证券_汇顶科技2025年一季报点评_25Q1业绩企稳_看好年内新品.md,1.84,2025.0,38.3,2.27,2026.0,31.0,2.6,2027.0,27.1
603160.SH,汇顶科技,2025-04-24,华金证券,王臣复,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603160_SH_20250424_华金证券_汇顶科技_25年Q1毛利率同_环比提升_多品类步入放量期.md,1.87,2025.0,37.6,2.57,2026.0,27.4,3.11,2027.0,22.7
603185.SH,弘元绿能,2024-04-30,东吴证券,"曾朵红,郭亚男,徐铖嵘",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603185_SH_20240430_东吴证券_弘元绿能2023年年报点评_硅片盈利承压_超一体化扩产逐步落.md,0.3,2024.0,70.93,0.61,2025.0,34.84,0.91,2026.0,23.16
603185.SH,弘元绿能,2024-05-15,华泰证券,"申建国,边文姣,周敦伟,吴柯良",买入,Positive,25.65,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603185_SH_20240515_华泰证券_弘元绿能_一体化产能逐步落地.md,0.44,2024.0,48.46,0.78,2025.0,27.48,1.01,2026.0,21.24
603185.SH,弘元绿能,2024-08-31,华泰证券,"申建国,边文姣,周敦伟",买入,Positive,15.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603185_SH_20240831_华泰证券_弘元绿能_Q2归母净利润亏损加剧.md,2.76,2024.0,,0.75,2025.0,18.71,1.03,2026.0,13.57
603195.SH,公牛集团,2026-05-05,方正证券,"李珍妮,左奇峥",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603195_SH_20260505_方正证券_公牛集团公司点评报告_2026Q1业绩边际改善_三大业务协同.md,2.32,2026.0,17.81,2.42,2027.0,17.06,2.55,2028.0,16.22
603195.SH,公牛集团,2026-05-05,申万宏源证券,"屠亦婷,庞盈盈",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603195_SH_20260505_申万宏源证券_公牛集团_2026Q1利润表现优异_传统业务行稳致远_国际化.md,2.36,2026.0,19.0,2.56,2027.0,18.0,2.73,2028.0,16.0
603195.SH,公牛集团,2026-05-06,兴业证券,"林寰宇,储天舒,王月",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603195_SH_20260506_兴业证券_公牛集团_Q1业绩正增_ROE考核兼具经营质量与成长.md,2.36,2026.0,18.4,2.5,2027.0,17.4,2.65,2028.0,16.4
603195.SH,公牛集团,2026-05-06,开源证券,"郭彬,吕明",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603195_SH_20260506_开源证券_公牛集团_2025年业绩阶段性承压_2026Q1盈利修复超预.md,2.41,2026.0,18.6,2.62,2027.0,17.1,2.85,2028.0,15.7
603195.SH,公牛集团,2026-05-07,国泰海通,"蔡雯娟,林叙希",增持,Positive,59.25,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603195_SH_20260507_国泰海通_公牛集团2025A_26Q1点评_经营韧性凸显_新业务稳步孵.md,2.37,2026.0,18.36,2.54,2027.0,17.12,2.73,2028.0,15.96
603233.SH,大参林,2025-04-29,东北证券,"刘宇腾,文将儒",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603233_SH_20250429_东北证券_大参林2024年报及2025一季报业绩点评_2025Q1利润.md,1.01,2025.0,18.48,1.22,2026.0,15.27,1.46,2027.0,12.74
603233.SH,大参林,2025-05-06,中信证券,"张斌斌,陈竹,宋硕",买入,Positive,22.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603233_SH_20250506_中信证券_大参林2024年年报及2025年一季报点评_25Q1利润稳健.md,0.97,2025.0,19.5,1.14,2026.0,16.6,1.31,2027.0,14.4
603233.SH,大参林,2025-05-07,万联证券,黄婧婧,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603233_SH_20250507_万联证券_大参林点评报告_2025Q1利润稳健_门店优化推动长期发展.md,0.95,2025.0,19.16,1.07,2026.0,17.0,1.25,2027.0,14.57
603233.SH,大参林,2025-05-07,国联民生证券,"郑薇,陈馨悦",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603233_SH_20250507_国联民生证券_大参林_收入稳健增长_一季度盈利能力提升.md,0.95,2025.0,19.9,1.1,2026.0,17.2,1.27,2027.0,14.9
603233.SH,大参林,2025-05-08,中信建投,"贺菊颖,刘若飞",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603233_SH_20250508_中信建投_大参林_门店优化稳步落地_费用管控持续推进.md,0.96,2025.0,19.6,1.11,2026.0,17.1,1.28,2027.0,14.8
603259.SH,药明康德,2026-04-29,国泰海通,"余文心,周航,张子彤",增持,Positive,200.4,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603259_SH_20260429_国泰海通_药明康德2026年一季报业绩点评_CRDMO龙头规模效益显著.md,6.68,2026.0,16.56,7.41,2027.0,14.93,7.74,2028.0,14.28
603259.SH,药明康德,2026-04-29,招银国际,"武煜,Benchen Huang",BUY,Neutral,143.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603259_SH_20260429_招银国际_WuXi_AppTec_1Q26_results_small.md,,,,,,,,,
603259.SH,药明康德,2026-04-30,中信建投,"袁清慧,成雨佳,王云鹏,刘若飞,汤然,贺菊颖",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603259_SH_20260430_中信建投_药明康德_多元管线驱动强劲增长_盈利能力持续提升.md,,,,,,,,,
603259.SH,药明康德,2026-04-30,光大证券,吴佳青,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603259_SH_20260430_光大证券_药明康德2025年报_2026年一季报点评_业绩超预期_小分.md,6.04,2026.0,18.0,6.42,2027.0,17.0,7.33,2028.0,15.0
603259.SH,药明康德,2026-05-14,东方证券,"伍云飞,张坤,袁润璞",买入,Positive,140.16,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603259_SH_20260514_东方证券_药明康德2026年一季报点评_CRDMO龙头优势强化_在手订.md,5.84,2026.0,18.7,7.01,2027.0,15.5,8.36,2028.0,13.0
603260.SH,合盛硅业,2026-04-18,中金,"李熹凌,贾雄伟,裘孝锋",跑赢行业,Neutral,55.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603260_SH_20260418_中金_合盛硅业_2025全年业绩承压_有机硅涨价曙光初现.md,0.9,2026.0,48.7,2.6,2027.0,16.8,,,
603260.SH,合盛硅业,2026-04-27,中信建投,"杨晖,王鲜俐",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603260_SH_20260427_中信建投_合盛硅业_光伏资产拖累业绩_有机硅盈利反转节点来临.md,1.22,2026.0,36.72,1.7,2027.0,26.33,3.11,2028.0,14.38
603260.SH,合盛硅业,2026-04-29,华泰证券,"庄汀洲,张雄,张宸",增持,Positive,52.62,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603260_SH_20260429_华泰证券_合盛硅业_Q1受减值拖累_有机硅盈利延续改善.md,1.18,2026.0,38.5,1.43,2027.0,31.77,1.64,2028.0,27.7
603260.SH,合盛硅业,2026-05-02,开源证券,"金益腾,蒋跨跃",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603260_SH_20260502_开源证券_合盛硅业_Q1业绩环比扭亏为盈_有机硅行业景气度逐步改善__.md,1.32,2026.0,33.7,1.84,2027.0,24.2,2.53,2028.0,17.6
603260.SH,合盛硅业,2026-05-02,招商证券,"周铮,曹承安",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603260_SH_20260502_招商证券_合盛硅业_光伏板块拖累全年业绩_一季度有机硅价格大幅上涨.md,0.57,2026.0,77.7,1.17,2027.0,38.1,1.88,2028.0,23.7
603288.SH,海天味业,2026-04-29,中信建投,"杨骥,夏克扎提·努力木",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603288_SH_20260429_中信建投_海天味业_新增长性发力_26Q1顺利开门红.md,1.34,2026.0,29.72,1.5,2027.0,26.63,1.65,2028.0,24.17
603288.SH,海天味业,2026-04-29,光大证券,"陈彦彤,汪航宇,聂博雅",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603288_SH_20260429_光大证券_海天味业2026年一季报点评_26Q1业绩增长稳健_逐渐形成.md,1.35,2026.0,29.0,1.47,2027.0,27.0,1.59,2028.0,25.0
603288.SH,海天味业,2026-04-29,华安证券,"邓欣,周韵",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603288_SH_20260429_华安证券_海天味业2026年一季报点评_26Q1开局稳健_强者恒强.md,1.34,2026.0,29.21,1.5,2027.0,26.23,1.66,2028.0,23.66
603288.SH,海天味业,2026-04-29,国信证券,"张向伟,王新雨",优于大市,Neutral,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603288_SH_20260429_国信证券_海天味业_2026年第一季度收入同比增长8_57__盈利继续.md,1.35,2026.0,29.1,1.49,2027.0,26.4,1.62,2028.0,24.2
603288.SH,海天味业,2026-04-29,浙商证券,"张潇倩,孙天一,杨美云",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603288_SH_20260429_浙商证券_海天味业26一季报点评报告_龙头业绩稳健度和确定性得到进一步.md,1.35,2026.0,29.19,1.49,2027.0,26.34,1.64,2028.0,23.95
603290.SH,斯达半导,2024-11-06,华泰香港,"谢春生,张宇,汤仕翯",BUY,Neutral,108.45,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603290_SH_20241106_华泰香港_StarPower_Semiconductor_Earnin.md,2.63,2024.0,,3.38,2025.0,,4.34,2026.0,
603290.SH,斯达半导,2025-03-30,国元证券,彭琦,增持,Positive,107.0,125.0,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603290_SH_20250330_国元证券_斯达半导首次覆盖报告_新能源汽车提振功率需求_募投项目进展顺.md,2.61,2024.0,34.39,3.54,2025.0,25.37,4.41,2026.0,20.4
603290.SH,斯达半导,2025-04-26,国投证券,"马良,朱思",买入,Positive,98.25,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603290_SH_20250426_国投证券_斯达半导_深耕功率行业_不断开拓新市场.md,3.28,2025.0,25.3,4.08,2026.0,20.3,4.95,2027.0,16.8
603290.SH,斯达半导,2025-04-28,华泰证券,"谢春生,张宇,汤仕翯",买入,Positive,88.97,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603290_SH_20250428_华泰证券_斯达半导_24年利润承压_蓄力打造平台型企业.md,2.58,2025.0,32.14,3.39,2026.0,24.52,4.32,2027.0,19.21
603290.SH,斯达半导,2025-04-28,广发证券,"王亮,耿正,张大伟",买入,Positive,97.76,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603290_SH_20250428_广发证券_斯达半导_整体业绩有所承压_汽车业务稳健增长.md,2.17,2025.0,37.21,3.11,2026.0,25.97,4.07,2027.0,19.88
603296.SH,华勤技术,2026-05-03,中泰证券,"王芳,杨旭,洪嘉琳",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603296_SH_20260503_中泰证券_华勤技术_26Q1稳健增长_超节点有望推动数据中心业务迈上新.md,4.76,2026.0,21.8,5.89,2027.0,17.6,7.24,2028.0,14.3
603296.SH,华勤技术,2026-05-04,西部证券,"郑宏达,李想",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603296_SH_20260504_西部证券_华勤技术2025年年报及2026年一季报点评_多元化业务协同.md,4.69,2026.0,22.1,6.2,2027.0,16.7,7.6,2028.0,13.6
603296.SH,华勤技术,2026-05-08,东吴证券,"张良卫,陈海进",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603296_SH_20260508_东吴证券_华勤技术2026年一季报点评_Q1稳劲开局_数据中心放量驱动.md,4.89,2026.0,24.25,6.28,2027.0,18.9,8.16,2028.0,14.54
603296.SH,华勤技术,2026-05-11,招商证券,"鄢凡,程鑫,谌薇,涂锟山",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603296_SH_20260511_招商证券_华勤技术_ODM平台型企业_战略布局_3_N_3_产品矩阵.md,4.74,2026.0,25.0,6.0,2027.0,19.8,7.23,2028.0,16.4
603296.SH,华勤技术,2026-05-14,中邮证券,"万玮,吴文吉",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603296_SH_20260514_中邮证券_华勤技术_超节点项目进入出货周期.md,4.77,2026.0,24.34,5.9,2027.0,19.69,7.3,2028.0,15.92
603338.SH,浙江鼎力,2025-05-05,华创证券,"范益民,陈宏洋",强推,Positive,53.9,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603338_SH_20250505_华创证券_浙江鼎力2025年一季报点评_业绩超预期_长期看好公司竞争优.md,4.14,2025.0,10.0,4.74,2026.0,9.0,5.54,2027.0,8.0
603338.SH,浙江鼎力,2025-05-06,国投证券,"郭倩倩,高杨洋",买入,Positive,51.52,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603338_SH_20250506_国投证券_浙江鼎力_费用压力缓解_业绩弹性向好.md,3.68,2025.0,11.8,4.41,2026.0,9.9,5.27,2027.0,8.2
603338.SH,浙江鼎力,2025-05-06,长江证券,"赵智勇,臧雄,曹小敏,王硕",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_603338_SH_20250506_长江证券_浙江鼎力25Q1业绩点评_非美市场有望再迎机遇_盈利能力显著.md,4.15,2025.0,10.42,4.08,2026.0,10.6,4.47,2027.0,9.67
